EmployeesSK,EmployeeId,Date,ShiftStartDateTime,ShiftEndDateTime,ShiftDurationHours,HoursLost,Available,UnavailabilityReason
1008,OP_CSP2_03,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1008,OP_CSP2_03,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-13,2026-03-13T08:00:00,2026-03-13T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-16,2026-03-16T08:00:00,2026-03-16T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-17,2026-03-17T08:00:00,2026-03-17T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-18,2026-03-18T08:00:00,2026-03-18T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-19,2026-03-19T08:00:00,2026-03-19T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-20,2026-03-20T08:00:00,2026-03-20T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-23,2026-03-23T08:00:00,2026-03-23T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-24,2026-03-24T08:00:00,2026-03-24T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-25,2026-03-25T08:00:00,2026-03-25T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-26,2026-03-26T08:00:00,2026-03-26T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-27,2026-03-27T08:00:00,2026-03-27T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-30,2026-03-30T08:00:00,2026-03-30T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-03-31,2026-03-31T08:00:00,2026-03-31T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-01,2026-04-01T08:00:00,2026-04-01T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-02,2026-04-02T08:00:00,2026-04-02T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-03,2026-04-03T08:00:00,2026-04-03T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-06,2026-04-06T08:00:00,2026-04-06T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-07,2026-04-07T08:00:00,2026-04-07T16:30:00,8.50,8.50,N,Sickness
1009,OP_CSP2_04,2026-04-08,2026-04-08T08:00:00,2026-04-08T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-09,2026-04-09T08:00:00,2026-04-09T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-10,2026-04-10T08:00:00,2026-04-10T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-13,2026-04-13T08:00:00,2026-04-13T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-14,2026-04-14T08:00:00,2026-04-14T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-15,2026-04-15T08:00:00,2026-04-15T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-16,2026-04-16T08:00:00,2026-04-16T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-17,2026-04-17T08:00:00,2026-04-17T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-20,2026-04-20T08:00:00,2026-04-20T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-21,2026-04-21T08:00:00,2026-04-21T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1009,OP_CSP2_04,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-13,2026-03-13T08:00:00,2026-03-13T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-16,2026-03-16T08:00:00,2026-03-16T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-17,2026-03-17T08:00:00,2026-03-17T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-18,2026-03-18T08:00:00,2026-03-18T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-19,2026-03-19T08:00:00,2026-03-19T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-20,2026-03-20T08:00:00,2026-03-20T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-23,2026-03-23T08:00:00,2026-03-23T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-24,2026-03-24T08:00:00,2026-03-24T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-25,2026-03-25T08:00:00,2026-03-25T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-26,2026-03-26T08:00:00,2026-03-26T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-27,2026-03-27T08:00:00,2026-03-27T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-30,2026-03-30T08:00:00,2026-03-30T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-03-31,2026-03-31T08:00:00,2026-03-31T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-01,2026-04-01T08:00:00,2026-04-01T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-02,2026-04-02T08:00:00,2026-04-02T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-03,2026-04-03T08:00:00,2026-04-03T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-06,2026-04-06T08:00:00,2026-04-06T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-07,2026-04-07T08:00:00,2026-04-07T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-08,2026-04-08T08:00:00,2026-04-08T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-09,2026-04-09T08:00:00,2026-04-09T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-10,2026-04-10T08:00:00,2026-04-10T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-13,2026-04-13T08:00:00,2026-04-13T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-14,2026-04-14T08:00:00,2026-04-14T16:30:00,8.50,8.50,N,Sickness
1011,OP_CSP4_01,2026-04-15,2026-04-15T08:00:00,2026-04-15T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-16,2026-04-16T08:00:00,2026-04-16T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-17,2026-04-17T08:00:00,2026-04-17T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-20,2026-04-20T08:00:00,2026-04-20T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-21,2026-04-21T08:00:00,2026-04-21T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1011,OP_CSP4_01,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-13,2026-03-13T08:00:00,2026-03-13T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-16,2026-03-16T08:00:00,2026-03-16T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-17,2026-03-17T08:00:00,2026-03-17T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-18,2026-03-18T08:00:00,2026-03-18T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-19,2026-03-19T08:00:00,2026-03-19T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-20,2026-03-20T08:00:00,2026-03-20T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-23,2026-03-23T08:00:00,2026-03-23T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-24,2026-03-24T08:00:00,2026-03-24T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-25,2026-03-25T08:00:00,2026-03-25T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-26,2026-03-26T08:00:00,2026-03-26T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-27,2026-03-27T08:00:00,2026-03-27T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-30,2026-03-30T08:00:00,2026-03-30T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-03-31,2026-03-31T08:00:00,2026-03-31T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-01,2026-04-01T08:00:00,2026-04-01T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-02,2026-04-02T08:00:00,2026-04-02T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-03,2026-04-03T08:00:00,2026-04-03T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-06,2026-04-06T08:00:00,2026-04-06T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-07,2026-04-07T08:00:00,2026-04-07T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-08,2026-04-08T08:00:00,2026-04-08T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-09,2026-04-09T08:00:00,2026-04-09T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-10,2026-04-10T08:00:00,2026-04-10T16:30:00,8.50,8.50,N,Sickness
1012,OP_CSP4_02,2026-04-13,2026-04-13T08:00:00,2026-04-13T16:30:00,8.50,8.50,N,Sickness
1012,OP_CSP4_02,2026-04-14,2026-04-14T08:00:00,2026-04-14T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-15,2026-04-15T08:00:00,2026-04-15T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-16,2026-04-16T08:00:00,2026-04-16T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-17,2026-04-17T08:00:00,2026-04-17T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-20,2026-04-20T08:00:00,2026-04-20T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-21,2026-04-21T08:00:00,2026-04-21T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,8.50,N,Sickness
1012,OP_CSP4_02,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1012,OP_CSP4_02,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-13,2026-03-13T08:00:00,2026-03-13T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-16,2026-03-16T08:00:00,2026-03-16T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-17,2026-03-17T08:00:00,2026-03-17T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-18,2026-03-18T08:00:00,2026-03-18T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-19,2026-03-19T08:00:00,2026-03-19T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-20,2026-03-20T08:00:00,2026-03-20T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-23,2026-03-23T08:00:00,2026-03-23T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-24,2026-03-24T08:00:00,2026-03-24T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-25,2026-03-25T08:00:00,2026-03-25T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-26,2026-03-26T08:00:00,2026-03-26T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-27,2026-03-27T08:00:00,2026-03-27T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-03-30,2026-03-30T08:00:00,2026-03-30T16:30:00,8.50,8.50,N,Sickness
1013,OP_CSP4_03,2026-03-31,2026-03-31T08:00:00,2026-03-31T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-01,2026-04-01T08:00:00,2026-04-01T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-02,2026-04-02T08:00:00,2026-04-02T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-03,2026-04-03T08:00:00,2026-04-03T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-06,2026-04-06T08:00:00,2026-04-06T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-07,2026-04-07T08:00:00,2026-04-07T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-08,2026-04-08T08:00:00,2026-04-08T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-09,2026-04-09T08:00:00,2026-04-09T16:30:00,8.50,8.50,N,Sickness
1013,OP_CSP4_03,2026-04-10,2026-04-10T08:00:00,2026-04-10T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-13,2026-04-13T08:00:00,2026-04-13T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-14,2026-04-14T08:00:00,2026-04-14T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-15,2026-04-15T08:00:00,2026-04-15T16:30:00,8.50,8.50,N,Sickness
1013,OP_CSP4_03,2026-04-16,2026-04-16T08:00:00,2026-04-16T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-17,2026-04-17T08:00:00,2026-04-17T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-20,2026-04-20T08:00:00,2026-04-20T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-21,2026-04-21T08:00:00,2026-04-21T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1013,OP_CSP4_03,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-13,2026-03-13T08:00:00,2026-03-13T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-16,2026-03-16T08:00:00,2026-03-16T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-17,2026-03-17T08:00:00,2026-03-17T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-18,2026-03-18T08:00:00,2026-03-18T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-19,2026-03-19T08:00:00,2026-03-19T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-20,2026-03-20T08:00:00,2026-03-20T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-23,2026-03-23T08:00:00,2026-03-23T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-24,2026-03-24T08:00:00,2026-03-24T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-25,2026-03-25T08:00:00,2026-03-25T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-26,2026-03-26T08:00:00,2026-03-26T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-27,2026-03-27T08:00:00,2026-03-27T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-30,2026-03-30T08:00:00,2026-03-30T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-03-31,2026-03-31T08:00:00,2026-03-31T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-01,2026-04-01T08:00:00,2026-04-01T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-02,2026-04-02T08:00:00,2026-04-02T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-03,2026-04-03T08:00:00,2026-04-03T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-06,2026-04-06T08:00:00,2026-04-06T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-07,2026-04-07T08:00:00,2026-04-07T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-08,2026-04-08T08:00:00,2026-04-08T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-09,2026-04-09T08:00:00,2026-04-09T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-10,2026-04-10T08:00:00,2026-04-10T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-13,2026-04-13T08:00:00,2026-04-13T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-14,2026-04-14T08:00:00,2026-04-14T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-15,2026-04-15T08:00:00,2026-04-15T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-16,2026-04-16T08:00:00,2026-04-16T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-17,2026-04-17T08:00:00,2026-04-17T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-20,2026-04-20T08:00:00,2026-04-20T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-21,2026-04-21T08:00:00,2026-04-21T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-22,2026-04-22T08:00:00,2026-04-22T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-23,2026-04-23T08:00:00,2026-04-23T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-24,2026-04-24T08:00:00,2026-04-24T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-27,2026-04-27T08:00:00,2026-04-27T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-28,2026-04-28T08:00:00,2026-04-28T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-29,2026-04-29T08:00:00,2026-04-29T16:30:00,8.50,0.00,Y,
1014,OP_CSP4_04,2026-04-30,2026-04-30T08:00:00,2026-04-30T16:30:00,8.50,0.00,Y,
